IP,mount
1.1.25.80,"1.2.32.252:/PQRST_VMVol18 on /newshunt type  (rw,vers=4,proto=tcp,nolock,addr=1.2.32.252,clientaddr=1.2.39.49)"
1.1.25.81,"1.2.32.252:/PQRST_VMVol18 on /newshunt type  (rw,vers=4,proto=tcp,nolock,addr=1.2.32.252,clientaddr=1.2.33.127)"
1.1.25.94,"1.1.132.15:/abcd-1 on // type  (rw,vers=3,proto=tcp,nolock,addr=1.1.132.15)"
1.1.25.95,"1.1.132.15:/abcd-1 on // type  (rw,vers=3,proto=tcp,nolock,addr=1.1.132.15)"
1.1.25.96,"1.1.132.15:/abcd-1 on // type  (rw,vers=3,proto=tcp,nolock,addr=1.1.132.15)"
1.1.25.97,"1.2.32.252:/PQRST_VMVOL22 on /recologs type  (rw,vers=4,proto=tcp,nolock,addr=1.2.32.252,clientaddr=1.2.33.143)"
1.1.25.98,"1.2.32.252:/PQRST_VMVOL22 on /recologs type  (rw,vers=4,proto=tcp,nolock,addr=1.2.32.252,clientaddr=1.2.33.144)"
1.1.25.99,"1.2.32.252:/PQRST_VMVOL22 on /recologs type  (rw,vers=4,proto=tcp,nolock,addr=1.2.32.252,clientaddr=1.2.33.145)"
1.1.3.103,"1.1.132.15:/abcd-analytics3 on /analytics3 type  (rw,addr=1.1.132.15)\n1.1.132.15:/abcd-hijkl1 on /hijkl1 type  (rw,addr=1.1.132.15)\n1.2.10.210:/PQRST_VMVOL05 on /hijkl2 type  (rw,vers=4,addr=1.2.10.210,clientaddr=1.2.10.186)\n1.2.10.210:/PQRST_VMVol18 on /newshunt type  (rw,vers=4,proto=tcp,nolock,addr=1.2.10.210,clientaddr=1.2.10.186)"
1.1.3.105,"1.1.132.15:/abcd-analytics3 on /analytics3 type  (rw,addr=1.1.132.15)\n1.1.132.15:/abcd-hijkl1 on /hijkl1 type  (rw,addr=1.1.132.15)\n1.2.10.210:/PQRST_VMVOL05 on /hijkl2 type  (rw,vers=4,addr=1.2.10.210,clientaddr=1.2.10.101)\n1.2.10.210:/PQRST_VMVol18 on /newshunt type  (rw,vers=4,proto=tcp,nolock,addr=1.2.10.210,clientaddr=1.2.10.101)"
1.1.3.107,"1.1.132.15:/abcd-analytics3 on /analytics3 type  (rw,addr=1.1.132.15)\n1.1.132.15:/abcd-hijkl1 on /hijkl1 type  (rw,addr=1.1.132.15)\n1.1.132.15:/abcd-analytics3 on /abcd-analytics3 type  (rw,addr=1.1.132.15)\n1.2.10.210:/PQRST_VMVol18 on /newshunt type  (rw,vers=4,proto=tcp,nolock,addr=1.2.10.210,clientaddr=1.2.10.29)"
1.1.3.110,"1.1.132.15:/abcd-analytics3 on /abcd-analytics3 type  (rw,addr=1.1.132.15)\n1.2.10.210:/PQRST_VMVOL05 on /hijkl2 type  (rw,vers=4,addr=1.2.10.210,clientaddr=1.2.10.24)"
1.1.3.111,"1.1.132.15:/abcd-analytics3 on /analytics3 type  (rw,addr=1.1.132.15)\n1.1.132.15:/abcd-hijkl1 on /hijkl1 type  (rw,addr=1.1.132.15)\n1.2.10.210:/PQRST_VMVOL05 on /hijkl2 type  (rw,vers=4,addr=1.2.10.210,clientaddr=1.2.10.38)\n1.2.10.210:/PQRST_VMVol18 on /newshunt type  (rw,vers=4,proto=tcp,nolock,addr=1.2.10.210,clientaddr=1.2.10.38)"
1.1.3.112,"1.1.132.15:/abcd-analytics3 on /abcd-analytics3 type  (rw,addr=1.1.132.15)\n1.2.10.210:/PQRST_VMVOL05 on /hijkl2 type  (rw,vers=4,addr=1.2.10.210,clientaddr=1.2.10.44)"
1.1.3.113,"1.1.132.15:/abcd-analytics3 on /analytics3 type  (rw,addr=1.1.132.15)\n1.1.132.15:/abcd-hijkl1 on /hijkl1 type  (rw,addr=1.1.132.15)\n1.2.10.210:/PQRST_VMVOL05 on /hijkl2 type  (rw,vers=4,addr=1.2.10.210,clientaddr=1.2.10.45)\n1.2.10.210:/PQRST_VMVol18 on /newshunt type  (rw,vers=4,proto=tcp,nolock,addr=1.2.10.210,clientaddr=1.2.10.45)"
1.1.3.114,"1.1.132.15:/abcd-analytics3 on /analytics3 type  (rw,addr=1.1.132.15)\n1.1.132.15:/abcd-hijkl1 on /hijkl1 type  (rw,addr=1.1.132.15)\n1.2.10.210:/PQRST_VMVOL05 on /hijkl2 type  (rw,vers=4,addr=1.2.10.210,clientaddr=1.2.10.50)\n1.2.10.210:/PQRST_VMVol18 on /newshunt type  (rw,vers=4,proto=tcp,nolock,addr=1.2.10.210,clientaddr=1.2.10.50)"
1.1.3.115,"1.1.132.15:/abcd-analytics3 on /analytics3 type  (rw,addr=1.1.132.15)\n1.1.132.15:/abcd-hijkl1 on /hijkl1 type  (rw,addr=1.1.132.15)\n1.2.10.210:/PQRST_VMVOL05 on /hijkl2 type  (rw,vers=4,addr=1.2.10.210,clientaddr=1.2.10.48)\n1.2.10.210:/PQRST_VMVol18 on /newshunt type  (rw,vers=4,proto=tcp,nolock,addr=1.2.10.210,clientaddr=1.2.10.48)"
1.1.3.116,"1.2.10.210:/PQRST_VMVOL05 on /filterhijkl type  (rw,vers=4,addr=1.2.10.210,clientaddr=1.2.10.91)\n1.2.10.210:/PQRST_VMVOL05 on /hijkl2 type  (rw,vers=4,addr=1.2.10.210,clientaddr=1.2.10.91)"
1.1.3.118,"1.1.132.15:/abcd-analytics3 on /analytics3 type  (rw,addr=1.1.132.15)\n1.2.10.210:/PQRST_VMVol18 on /newshunt type  (rw,vers=4,proto=tcp,nolock,addr=1.2.10.210,clientaddr=1.2.10.63)"
1.1.3.119,"1.1.132.15:/abcd-analytics3 on /analytics3 type  (rw,addr=1.1.132.15)\n1.2.10.210:/PQRST_VMVol18 on /newshunt type  (rw,vers=4,proto=tcp,nolock,addr=1.2.10.210,clientaddr=1.2.10.83)"
1.1.3.120,"3.3.11.197:/static_Log_VOL3 on //analyticlogs2 type  (rw,addr=3.3.11.197)\n1.1.132.15:/abcd-analytics1 on /analytics1 type  (rw,addr=1.1.132.15)\n1.1.132.15:/abcd-analytics3 on /analytics3 type  (rw,addr=1.1.132.15)\n1.1.132.15:/abcd-analytics2 on /analytics2 type  (rw,addr=1.1.132.15)\n1.1.132.15:/abcd-analytics1 on /analystic1 type  (rw,addr=1.1.132.15)\n1.1.132.15:/abcd-analytics2 on /analystic2 type  (rw,addr=1.1.132.15)\n1.1.132.15:/abcd-hijkl1 on /hijkl1 type  (rw,addr=1.1.132.15)\n1.2.32.12:/xyz13 on /newshunt type  (rw,vers=3,proto=tcp,nolock,addr=1.2.32.12)\n1.1.132.15:/abcd-analytics3 on /abcd-analytics3 type  (rw,addr=1.1.132.15)\n1.1.132.15:/abcd-analytics1 on /abcd-analytics1 type  (rw,addr=1.1.132.15)\n1.1.132.15:/abcd-analytics2 on /abcd-analytics2 type  (rw,addr=1.1.132.15)"
1.1.3.121,"3.3.11.197:/static_Log_VOL3 on //analyticlogs2 type  (rw,addr=3.3.11.197)\n1.1.132.15:/abcd-analytics1 on /analytics1 type  (rw,addr=1.1.132.15)\n1.1.132.15:/abcd-analytics3 on /analytics3 type  (rw,addr=1.1.132.15)\n1.1.132.15:/abcd-analytics2 on /analytics2 type  (rw,addr=1.1.132.15)\n1.1.132.15:/abcd-analytics1 on /analystic1 type  (rw,addr=1.1.132.15)\n1.1.132.15:/abcd-analytics2 on /analystic2 type  (rw,addr=1.1.132.15)\n1.1.132.15:/abcd-hijkl1 on /hijkl1 type  (rw,addr=1.1.132.15)\n1.2.10.210:/PQRST_VMVol18 on /newshunt type  (rw,vers=4,proto=tcp,nolock,addr=1.2.10.210,clientaddr=1.2.10.125)"
1.1.3.123,"1.2.10.210:/PQRST_VMVol18 on /newshunt type  (rw,vers=4,proto=tcp,nolock,addr=1.2.10.210,clientaddr=1.2.10.135)"
1.1.3.124,"1.2.10.210:/PQRST_VMVol18 on /newshunt type  (rw,vers=4,proto=tcp,nolock,addr=1.2.10.210,clientaddr=1.2.10.136)"
1.1.3.125,"1.1.132.15:/abcd-analytics3 on /analytics3 type  (rw,addr=1.1.132.15)\n1.1.132.15:/abcd-hijkl1 on /hijkl1 type  (rw,addr=1.1.132.15)\n1.2.10.210:/PQRST_VMVol18 on /newshunt type  (rw,vers=4,proto=tcp,nolock,addr=1.2.10.210,clientaddr=1.2.10.148)"
1.1.3.126,"1.1.132.15:/abcd-hijkl1 on /hijkl1 type  (rw,addr=1.1.132.15)\n1.1.132.15:/abcd-analytics3 on /analytics3 type  (rw,addr=1.1.132.15)\n1.2.10.210:/PQRST_VMVol18 on /newshunt type  (rw,vers=4,proto=tcp,nolock,addr=1.2.10.210,clientaddr=1.2.10.156)"
1.1.3.127,"3.3.11.195:/SAS_DB_BACKUP_VOL1 on //db-backup-sas type  (rw,vers=3,proto=tcp,nolock,addr=3.3.11.195)"
1.1.3.128,"3.3.11.195:/SAS_DB_BACKUP_VOL1 on //db-backup-sas type  (rw,vers=3,proto=tcp,nolock,addr=3.3.11.195)\n1.1.132.15:/abcd_Db_Backup_Vol1 on /abcd_Db_Backup_Vol1 type  (rw,addr=1.1.132.15)\n1.1.132.15:/abcd-nas-db-vol1/ on /abcd-nas-db-vol1 type  (rw,addr=1.1.132.15)"
1.1.3.129,"1.2.10.210:/PQRST_VMVOL05 on /hijkl2 type  (rw,vers=4,addr=1.2.10.210,clientaddr=1.2.10.127)\n1.1.132.30:/abcd-hijkl1 on /hijkl1 type  (rw,addr=1.1.132.30)"
1.1.3.130,"1.2.10.210:/PQRST_VMVOL48 on /database type  (rw,vers=4,proto=tcp,nolock,addr=1.2.10.210,clientaddr=1.2.10.181)"
1.1.3.131,"3.3.11.197:/static_Log_VOL3 on //analyticlogs2 type  (rw,addr=3.3.11.197)\n3.3.11.197:/static_Log_VOL3/cronbackup on //cronbackup type  (rw,addr=3.3.11.197)"
1.1.3.132,"3.3.11.197:/static_Log_VOL3 on //analyticlogs2 type  (rw,addr=3.3.11.197)\n3.3.11.197:/static_Log_VOL3/cronbackup on //cronbackup type  (rw,addr=3.3.11.197)"
1.1.3.156,"3.3.11.197:/static_Log_VOL3 on //analyticlogs2 type  (rw,addr=3.3.11.197)\n3.3.11.197:/static_Log_VOL3/cronbackup on //cronbackup type  (rw,addr=3.3.11.197)"
1.1.3.157,"3.3.11.197:/static_Log_VOL3 on //analyticlogs2 type  (rw,addr=3.3.11.197)\n3.3.11.197:/static_Log_VOL3/cronbackup on //cronbackup type  (rw,addr=3.3.11.197)"
1.1.3.183,"1.1.3.175:/old_events_archival3 on /old_events_archival5 type  (rw,vers=4,addr=1.1.3.175,clientaddr=1.1.3.183)\n1.1.132.162:/old_events_archival1 on /old_events_archival1 type  (rw,vers=4,addr=1.1.132.162,clientaddr=1.1.3.183)\n1.1.132.22:/old_events_archival2 on /old_events_archival2 type  (rw,vers=4,addr=1.1.132.22,clientaddr=1.1.3.183)\n1.1.132.15:/old_events_archival on /old_events_archival type  (rw,addr=1.1.132.15)\n1.1.132.15:/abcd-1 on / type  (rw,addr=1.1.132.15)\n1.1.132.15:/__vol1 on /__vol1-New type  (rw,addr=1.1.132.15)"
1.1.3.188,"3.3.11.193:/SAS__STG-CAS on //stagecassandra_vol1 type  (ro,vers=3,proto=tcp,nolock,addr=3.3.11.193)"
1.1.3.24,"3.3.11.197:/static_Log_VOL3 on //analyticlogs2 type  (rw,vers=3,proto=tcp,nolock,addr=3.3.11.197)\n3.3.11.30:/staticLOGS1 on //analyticlogs1 type  (rw,vers=3,proto=tcp,nolock,addr=3.3.11.30)\n1.1.132.15:/abcd-analytics1 on /analytics1 type  (rw,addr=1.1.132.15)\n1.1.132.15:/abcd-analytics3 on /analytics3 type  (rw,addr=1.1.132.15)\n1.1.132.15:/abcd-analytics2 on /analytics2 type  (rw,addr=1.1.132.15)"
1.1.3.27,"3.3.11.30:/staticLOGS1 on //analyticlogs1 type  (rw,addr=3.3.11.30)"
1.1.3.28,"3.3.11.197:/static_Log_VOL3 on //analyticlogs2 type  (rw,vers=3,proto=tcp,nolock,addr=3.3.11.197)\n3.3.11.30:/staticLOGS1 on //analyticlogs1 type  (rw,vers=3,proto=tcp,nolock,addr=3.3.11.30)\n1.1.132.15:/abcd-analytics1 on /analytics1 type  (rw,addr=1.1.132.15)\n1.1.132.15:/abcd-analytics3 on /analytics3 type  (rw,addr=1.1.132.15)\n1.1.132.15:/abcd-analytics2 on /analytics2 type  (rw,addr=1.1.132.15)"
1.1.3.39,"3.3.11.30:/staticLOGS1 on //analyticlogs1 type  (rw,addr=3.3.11.30)\n3.3.11.197:/static_Log_VOL3 on //analyticlogs2 type  (rw,addr=3.3.11.197)\n3.3.11.197:/static_Log_VOL3/cronbackup on //cronbackup type  (rw,addr=3.3.11.197)\n1.1.132.15:/abcd-analytics1 on /analytics1 type  (rw,addr=1.1.132.15)\n1.1.132.15:/abcd-analytics3 on /analytics3 type  (rw,addr=1.1.132.15)\n1.1.132.15:/abcd-analytics2 on /analytics2 type  (rw,addr=1.1.132.15)\n1.2.10.210:/PQRST_VMVol18 on /newshunt type  (rw,vers=4,proto=tcp,nolock,addr=1.2.10.210,clientaddr=1.2.10.191)"
1.1.3.40,"3.3.11.30:/staticLOGS1 on //analyticlogs1 type  (rw,addr=3.3.11.30)\n3.3.11.197:/static_Log_VOL3 on //analyticlogs2 type  (rw,addr=3.3.11.197)\n3.3.11.197:/static_Log_VOL3/cronbackup on //cronbackup type  (rw,addr=3.3.11.197)\n1.1.132.15:/abcd-analytics1 on /analytics1 type  (rw,addr=1.1.132.15)\n1.1.132.15:/abcd-analytics3 on /analytics3 type  (rw,addr=1.1.132.15)\n1.1.132.15:/abcd-analytics2 on /analytics2 type  (rw,addr=1.1.132.15)\n1.2.10.210:/PQRST_VMVol18 on /newshunt type  (rw,vers=4,proto=tcp,nolock,addr=1.2.10.210,clientaddr=1.2.10.192)"
1.1.3.41,"3.3.11.30:/staticLOGS1 on //analyticlogs1 type  (rw,addr=3.3.11.30)\n3.3.11.197:/static_Log_VOL3 on //analyticlogs2 type  (rw,addr=3.3.11.197)\n3.3.11.197:/static_Log_VOL3/cronbackup on //cronbackup type  (rw,addr=3.3.11.197)\n1.1.132.15:/abcd-analytics1 on /analytics1 type  (rw,addr=1.1.132.15)\n1.1.132.15:/abcd-analytics3 on /analytics3 type  (rw,addr=1.1.132.15)\n1.1.132.15:/abcd-analytics2 on /analytics2 type  (rw,addr=1.1.132.15)\n1.1.132.15:/abcd-hijkl1 on /hijkl1 type  (rw,addr=1.1.132.15)\n1.1.132.15:/abcd_Db_Backup_Vol1/var/ on / type  (rw,addr=1.1.132.15)\n1.2.32.252:/PQRST_VMVol18 on /newshunt type  (rw,vers=4,proto=tcp,nolock,addr=1.2.32.252,clientaddr=1.2.34.13)\n1.1.132.15:/abcd-analytics3 on /abcd-analytics3 type  (rw,addr=1.1.132.15)\n1.1.132.15:/abcd-analytics1 on /abcd-analytics1 type  (rw,addr=1.1.132.15)\n1.1.132.15:/abcd-analytics2 on /abcd-analytics2 type  (rw,addr=1.1.132.15)"
1.1.3.43,"3.3.11.193:/SAS__STG-CAS on //stagecassandra_vol1 type  (rw,addr=3.3.11.193)\n3.3.11.197:/static_Log_VOL3/logbackup_news on //_backup type  (rw,addr=3.3.11.197)"
1.1.3.44,"3.3.11.193:/SAS__STG-CAS on //stagecassandra_vol1 type  (rw,addr=3.3.11.193)"
1.1.3.45,"3.3.11.193:/SAS__STG-CAS on //stagecassandra_vol1 type  (rw,addr=3.3.11.193)"
1.1.3.47,"3.3.11.197:/static_Log_VOL3 on //analyticlogs2 type  (rw,addr=3.3.11.197)\n3.3.11.197:/static_Log_VOL3/cronbackup on //cronbackup type  (rw,addr=3.3.11.197)"
1.1.3.48,"3.3.11.197:/static_Log_VOL3 on //analyticlogs2 type  (rw,addr=3.3.11.197)\n3.3.11.197:/static_Log_VOL3/cronbackup on //cronbackup type  (rw,addr=3.3.11.197)"
1.1.3.49,"3.3.11.197:/static_Log_VOL3 on //analyticlogs2 type  (rw,addr=3.3.11.197)\n3.3.11.197:/static_Log_VOL3/cronbackup on //cronbackup type  (rw,addr=3.3.11.197)"
1.1.3.50,"3.3.11.197:/static_Log_VOL3/cronbackup on //cronbackup type  (rw,addr=3.3.11.197)"
1.1.3.51,"3.3.11.197:/static_Log_VOL3/cronbackup on //cronbackup type  (rw,addr=3.3.11.197)"
1.1.3.52,"3.3.11.197:/static_Log_VOL3/cronbackup on //cronbackup type  (rw,addr=3.3.11.197)"
1.1.3.55,"3.3.11.197:/static_Log_VOL3/cronbackup on //cronbackup type  (rw,addr=3.3.11.197)"
1.1.3.65,"3.3.11.30:/staticLOGS1 on //analyticlogs1 type  (rw,addr=3.3.11.30)\n3.3.11.197:/static_Log_VOL3 on //analyticlogs2 type  (rw,addr=3.3.11.197)\n3.3.11.197:/static_Log_VOL3/cronbackup on //cronbackup type  (rw,addr=3.3.11.197)\n1.1.132.15:/abcd-analytics1 on /analytics1 type  (rw,addr=1.1.132.15)\n1.1.132.15:/abcd-analytics3 on /analytics3 type  (rw,addr=1.1.132.15)\n1.1.132.15:/abcd-analytics2 on /analytics2 type  (rw,addr=1.1.132.15)"
1.1.3.66,"3.3.11.30:/staticLOGS1 on //analyticlogs1 type  (rw,addr=3.3.11.30)\n3.3.11.197:/static_Log_VOL3 on //analyticlogs2 type  (rw,addr=3.3.11.197)\n3.3.11.197:/static_Log_VOL3/cronbackup on //cronbackup type  (rw,addr=3.3.11.197)\n1.1.132.15:/abcd-analytics1 on /analytics1 type  (rw,addr=1.1.132.15)\n1.1.132.15:/abcd-analytics3 on /analytics3 type  (rw,addr=1.1.132.15)\n1.1.132.15:/abcd-analytics2 on /analytics2 type  (rw,addr=1.1.132.15)"
1.1.3.67,"3.3.11.30:/staticLOGS1 on //analyticlogs1 type  (rw,addr=3.3.11.30)\n3.3.11.197:/static_Log_VOL3 on //analyticlogs2 type  (rw,addr=3.3.11.197)\n3.3.11.197:/static_Log_VOL3/cronbackup on //cronbackup type  (rw,addr=3.3.11.197)\n1.1.132.15:/abcd-analytics1 on /analytics1 type  (rw,addr=1.1.132.15)\n1.1.132.15:/abcd-analytics3 on /analytics3 type  (rw,addr=1.1.132.15)\n1.1.132.15:/abcd-analytics2 on /analytics2 type  (rw,addr=1.1.132.15)"
1.1.3.68,"3.3.11.197:/static_Log_VOL3 on //analyticlogs2 type  (rw,addr=3.3.11.197)\n3.3.11.197:/static_Log_VOL3/cronbackup on //cronbackup type  (rw,addr=3.3.11.197)\n3.3.11.30:/staticLOGS1 on //analyticlogs1 type  (rw,addr=3.3.11.30)\n1.1.132.15:/abcd-analytics1 on /analytics1 type  (rw,addr=1.1.132.15)\n1.1.132.15:/abcd-analytics3 on /analytics3 type  (rw,addr=1.1.132.15)\n1.1.132.15:/abcd-analytics2 on /analytics2 type  (rw,addr=1.1.132.15)"
1.1.3.70,"3.3.11.197:/static_Log_VOL3/cronbackup on //cronbackup type  (rw,addr=3.3.11.197)"
1.1.3.71,"3.3.11.197:/static_Log_VOL3/cronbackup on //cronbackup type  (rw,addr=3.3.11.197)"
1.1.3.72,"3.3.11.197:/static_Log_VOL3/cronbackup on //cronbackup type  (rw,addr=3.3.11.197)"
1.1.3.73,"3.3.11.197:/static_Log_VOL3/cronbackup on //cronbackup type  (rw,addr=3.3.11.197)"
1.1.3.74,"3.3.11.197:/static_Log_VOL3/cronbackup on //cronbackup type  (rw,addr=3.3.11.197)"
1.1.3.79,"3.3.11.197:/static_Log_VOL3/cronbackup on //cronbackup type  (rw,addr=3.3.11.197)"
1.1.3.80,"3.3.11.197:/static_Log_VOL3/cronbackup on //cronbackup type  (rw,addr=3.3.11.197)"
1.1.3.81,"3.3.11.197:/static_Log_VOL3 on //analyticlogs2 type  (rw,addr=3.3.11.197)\n3.3.11.197:/static_Log_VOL3/cronbackup on //cronbackup type  (rw,addr=3.3.11.197)"
1.1.3.82,"3.3.11.197:/static_Log_VOL3 on //analyticlogs2 type  (rw,addr=3.3.11.197)\n3.3.11.197:/static_Log_VOL3/cronbackup on //cronbackup type  (rw,addr=3.3.11.197)"
1.1.3.86,"3.3.11.197:/static_Log_VOL3 on //analyticlogs2 type  (rw,addr=3.3.11.197)\n3.3.11.197:/static_Log_VOL3/cronbackup on //cronbackup type  (rw,addr=3.3.11.197)"
1.1.3.87,"3.3.11.197:/static_Log_VOL3 on //analyticlogs2 type  (rw,addr=3.3.11.197)\n3.3.11.197:/static_Log_VOL3/cronbackup on //cronbackup type  (rw,addr=3.3.11.197)"
1.1.3.88,"3.3.11.197:/static_Log_VOL3 on //analyticlogs2 type  (rw,addr=3.3.11.197)\n3.3.11.197:/static_Log_VOL3/cronbackup on //cronbackup type  (rw,addr=3.3.11.197)"
1.1.7.104,"1.1.132.15:/abcd-vh-dev on /vhtv type  (rw,vers=3,proto=tcp,nolock,addr=1.1.132.15)"
1.1.7.106,"1.1.132.15:/abcd-vh-dev on /vhtv type  (rw,vers=3,proto=tcp,nolock,addr=1.1.132.15)"
1.1.7.110,"1.2.32.12:/xyz12 on /data type  (rw,vers=3,proto=tcp,nolock,addr=1.2.32.12)"
1.1.7.132,"1.1.132.15:/abcd-1 on // type  (rw,relatime,vers=3,rsize=65536,wsize=65536,naen=255,hard,nolock,proto=tcp,timeo=600,retrans=2,sec=sys,mountaddr=1.1.132.15,mountvers=3,mountport=4048,mountproto=tcp,local_lock=all,addr=1.1.132.15)"
1.1.7.138,"1.2.32.12:/xyz15 on /vhtv type  (rw,vers=3,proto=tcp,nolock,addr=1.2.32.12)"
1.1.7.139,"1.1.132.15:/abcd-hijkl1 on /hijkl1 type  (rw,relatime,vers=3,rsize=65536,wsize=65536,naen=255,hard,proto=tcp,timeo=600,retrans=2,sec=sys,mountaddr=1.1.132.15,mountvers=3,mountport=4048,mountproto=udp,local_lock=none,addr=1.1.132.15)"
1.1.7.143,"1.1.132.15:/abcd-vh-dev on /vhtv type  (rw,vers=3,proto=tcp,nolock,addr=1.1.132.15)"
1.1.7.144,"1.1.132.15:/abcd-vh-dev on /vhtv type  (rw,vers=3,proto=tcp,nolock,addr=1.1.132.15)"
1.1.7.150,"1.2.32.12:/xyz12 on /data type  (rw,vers=3,proto=tcp,nolock,addr=1.2.32.12)"
1.1.7.152,"1.2.32.12:/xyz15 on /vhtv type  (rw,vers=3,proto=tcp,nolock,addr=1.2.32.12)"
1.1.7.157,"1.2.32.12:/xyz15 on /vhtv type  (rw,vers=3,proto=tcp,nolock,addr=1.2.32.12)"
1.1.7.164,"1.2.32.12:/xyz16 on //pgc type  (rw,relatime,vers=3,rsize=1048576,wsize=1048576,naen=255,hard,proto=tcp,timeo=600,retrans=2,sec=sys,mountaddr=1.2.32.12,mountvers=3,mountport=38465,mountproto=tcp,local_lock=none,addr=1.2.32.12)"
1.1.7.177,"1.2.32.12:/xyz15 on /vhtv type  (rw,vers=3,proto=tcp,nolock,addr=1.2.32.12)"
1.1.7.18,"1.1.2.199:/bopt/admin-backup on /admin-backup type  (rw,vers=4,addr=1.1.2.199,clientaddr=1.1.7.18)"
1.1.7.27,"1.1.132.15:/__vol2 on /__vol1-New1 type  (rw,relatime,vers=3,rsize=65536,wsize=65536,naen=255,hard,proto=tcp,timeo=600,retrans=2,sec=sys,mountaddr=1.1.132.15,mountvers=3,mountport=4048,mountproto=udp,local_lock=none,addr=1.1.132.15)\n1.1.132.15:/__vol1 on /__vol1-New type  (rw,relatime,vers=3,rsize=65536,wsize=65536,naen=255,hard,proto=tcp,timeo=600,retrans=2,sec=sys,mountaddr=1.1.132.15,mountvers=3,mountport=4048,mountproto=udp,local_lock=none,addr=1.1.132.15)"
1.1.7.30,"1.1.132.15:/abcd_inventoryestimation on /inventoryestimation type  (rw,relatime,vers=3,rsize=65536,wsize=65536,naen=255,hard,proto=tcp,timeo=600,retrans=2,sec=sys,mountaddr=1.1.132.15,mountvers=3,mountport=4048,mountproto=udp,local_lock=none,addr=1.1.132.15)"
1.1.7.34,"1.1.132.15:/abcd_inventoryestimation on /inventoryestimation type  (rw,relatime,vers=3,rsize=65536,wsize=65536,naen=255,hard,proto=tcp,timeo=600,retrans=2,sec=sys,mountaddr=1.1.132.15,mountvers=3,mountport=4048,mountproto=udp,local_lock=none,addr=1.1.132.15)"
1.1.7.37,"1.1.132.15:/abcd_inventoryestimation on /inventoryestimation type  (rw,relatime,vers=3,rsize=65536,wsize=65536,naen=255,hard,proto=tcp,timeo=600,retrans=2,sec=sys,mountaddr=1.1.132.15,mountvers=3,mountport=4048,mountproto=udp,local_lock=none,addr=1.1.132.15)"
