,IP,mount
110,1.1.132.156,1.1.132.15:/abcd-vt-logs
110,1.1.132.156,1.2.32.252:/PQRST_VMVol15
110,1.1.132.156,1.2.32.252:/PQRST_VMVOL13
110,1.1.132.156,1.2.32.252:/PQRST_VMVol16
110,1.1.132.156,1.2.32.252:/PQRST_VMVol19/storage-2
110,1.1.132.156,1.2.32.252:/PQRST_VMVol19/storage-4
110,1.1.132.156,1.2.32.252:/PQRST_VMVOL28
110,1.1.132.156,1.2.32.252:/PQRST_VMVol18
110,1.1.132.156,1.2.32.252:/PQRST_VMVOL21/storage-netapp5
110,1.1.132.156,1.2.32.252:/PQRST_VMVOL29
110,1.1.132.156,1.2.32.252:/PQRST_VMVOL30
110,1.1.132.156,1.2.32.252:/PQRST_VMVOL31
110,1.1.132.156,1.2.32.252:/PQRST_VMVOL32
110,1.1.132.156,1.2.32.252:/PQRST_VMVOL33
110,1.1.132.156,1.2.32.252:/PQRST_VMVOL34
110,1.1.132.156,1.2.32.252:/PQRST_VMVOL35
110,1.1.132.156,1.2.32.252:/PQRST_VMVOL36
110,1.1.132.156,1.2.32.252:/PQRST_VMVOL17
110,1.1.132.156,1.2.32.252:/PQRST_VMVOL39
110,1.1.132.156,1.2.32.252:/PQRST_VMVOL40
110,1.1.132.156,1.2.32.252:/PQRST_VMVOL41
110,1.1.132.156,1.2.32.252:/PQRST_VMVOL43
110,1.1.132.156,1.2.32.252:/PQRST_VMVOL45
110,1.1.132.156,1.2.32.252:/PQRST_VMVOL46
111,1.1.132.160,1.2.32.252:/PQRST_185_186VOL05
111,1.1.132.160,1.2.32.252:/PQRST_186VOL01
112,1.1.132.161,1.2.32.252:/PQRST_186VOL01
112,1.1.132.161,1.2.32.252:/PQRST_185_186VOL05
113,1.1.132.163,1.1.132.15:/abcd-vt-aq
114,1.1.132.17,1.2.32.252:/PQRST_185VOL01
114,1.1.132.17,1.2.32.252:/PQRST_185_186VOL03
114,1.1.132.17,1.2.32.252:/PQRST_185_186VOL04
114,1.1.132.17,1.2.32.252:/PQRST_185VOL02
115,1.1.132.18,1.2.32.252:/PQRST_185VOL01
115,1.1.132.18,1.2.32.252:/PQRST_185_186VOL03
115,1.1.132.18,1.2.32.252:/PQRST_185_186VOL04
115,1.1.132.18,1.2.32.252:/PQRST_185VOL02
116,1.1.132.42,3.3.11.197:/static_Log_VOL3/cronbackup
116,1.1.132.42,3.3.11.197:/static_Log_VOL3
117,1.1.132.43,3.3.11.197:/static_Log_VOL3/cronbackup
118,1.1.132.44,3.3.11.197:/static_Log_VOL3/cronbackup
119,1.1.132.45,3.3.11.197:/static_Log_VOL3/cronbackup
120,1.1.132.6,1.1.132.15:/abcd-vh-dev/dh
120,1.1.132.6,1.1.132.15:/dh-publish-dev
121,1.1.132.68,1.2.32.252:/PQRST_185VOL01
121,1.1.132.68,1.2.32.252:/PQRST_185_186VOL03
121,1.1.132.68,1.2.32.252:/PQRST_185_186VOL04
121,1.1.132.68,1.2.32.252:/PQRST_185VOL02
122,1.1.132.69,1.2.32.252:/PQRST_185VOL01
122,1.1.132.69,1.2.32.252:/PQRST_185_186VOL03
122,1.1.132.69,1.2.32.252:/PQRST_185_186VOL04
122,1.1.132.69,1.2.32.252:/PQRST_185VOL02
123,1.1.132.78,1.2.32.252:/PQRST_185VOL01
123,1.1.132.78,1.2.32.252:/PQRST_185_186VOL03
123,1.1.132.78,1.2.32.252:/PQRST_185_186VOL04
123,1.1.132.78,1.2.32.252:/PQRST_185VOL02
124,1.1.132.80,1.2.32.252:/PQRST_185_186VOL03
124,1.1.132.80,1.2.32.252:/PQRST_185_186VOL04
124,1.1.132.80,1.2.32.252:/PQRST_185VOL01
124,1.1.132.80,1.2.32.252:/PQRST_185VOL02
125,1.1.132.83,1.2.32.13:/xyz13
125,1.1.132.83,1.2.32.13:/xyz7
125,1.1.132.83,1.2.32.13:/xyz10
125,1.1.132.83,1.2.32.13:/xyz6
125,1.1.132.83,1.1.132.15:/abcd_-original
125,1.1.132.83,1.2.32.13:/xyz11
125,1.1.132.83,1.2.32.252:/PQRST_VMVol19/storage-2
125,1.1.132.83,1.2.32.252:/PQRST_VMVol19/storage-4
125,1.1.132.83,1.2.32.252:/PQRST_VMVol18
125,1.1.132.83,1.2.32.252:/PQRST_VMVOL21/storage-netapp5
126,1.1.132.84,1.2.32.13:/xyz7
126,1.1.132.84,1.2.32.13:/xyz10
126,1.1.132.84,1.2.32.13:/xyz11
126,1.1.132.84,1.2.32.13:/xyz6
126,1.1.132.84,1.1.132.15:/abcd_-original
126,1.1.132.84,1.2.32.252:/PQRST_VMVol19/storage-2
126,1.1.132.84,1.2.32.252:/PQRST_VMVol19/storage-4
126,1.1.132.84,1.2.32.252:/PQRST_VMVol18
126,1.1.132.84,1.2.32.252:/PQRST_VMVOL21/storage-netapp5
127,1.1.132.95,1.1.132.15:/abcd-vh-dev/dh
127,1.1.132.95,1.1.132.15:/dh-publish-dev
128,1.1.2.100,3.3.11.16:/1
129,1.1.2.101,1.1.132.15:/abcd-
130,1.1.2.104,1.1.132.15:/abcd-
131,1.1.2.107,1.1.132.15:/abcd-1
132,1.1.2.108,1.1.132.15:/abcd-1
133,1.1.2.118,1.1.132.15:/abcd-
134,1.1.2.128,1.1.132.15:/abcd-1
135,1.1.2.129,1.1.132.15:/abcd-1
136,1.1.2.14,3.3.11.195:/SAS_DB_BACKUP_VOL1
137,1.1.2.150,3.3.11.29:/_aq_Vol1
138,1.1.2.151,3.3.11.29:/_aq_Vol1
139,1.1.2.153,3.3.11.29:/_aq_Vol1
140,1.1.2.154,3.3.11.29:/_aq_Vol1
141,1.1.2.16,3.3.11.195:/SAS_DB_BACKUP_VOL1
141,1.1.2.16,1.1.132.15:/abcd_Db_Backup_Vol1
141,1.1.2.16,1.1.132.15:/abcd-nas-db-vol1/
142,1.1.2.199,3.3.11.197:/static_Log_VOL3
142,1.1.2.199,3.3.11.210:/analytics_archive_data2
142,1.1.2.199,3.3.11.210:/analytics_archive_data1
143,1.1.2.200,3.3.11.30:/staticLOGS1
143,1.1.2.200,3.3.11.16:/1
143,1.1.2.200,3.3.11.29:/_aq_Vol1
143,1.1.2.200,3.3.11.197:/static_Log_VOL3
143,1.1.2.200,3.3.11.195:/SAS_DB_BACKUP_VOL1
143,1.1.2.200,3.3.11.17:/ADS1
143,1.1.2.200,3.3.11.193:/SAS__stg-cas
143,1.1.2.200,1.2.32.12:/xyz10
143,1.1.2.200,1.2.32.12:/xyz7
143,1.1.2.200,1.2.32.12:/xyz4
143,1.1.2.200,1.2.32.12:/xyz11
143,1.1.2.200,1.2.32.13:/xyz6
143,1.1.2.200,1.2.32.12:/xyz11
143,1.1.2.200,1.2.32.12:/xyz6
143,1.1.2.200,3.3.11.210:/analytics_archive_data2
143,1.1.2.200,1.1.132.15:/abcd--nhpub
143,1.1.2.200,1.1.132.15:/abcd-nas-db-vol1
143,1.1.2.200,1.1.132.15:/abcd_inventoryestimation
143,1.1.2.200,1.2.32.12:/xyz12
143,1.1.2.200,1.1.132.15:/abcd-1
143,1.1.2.200,1.1.132.15:/abcd_storage7
143,1.1.2.200,1.1.132.15:/abcd_storage1
143,1.1.2.200,1.1.132.15:/abcd_storage3
143,1.1.2.200,1.1.132.15:/abcd_storage4
143,1.1.2.200,1.1.132.15:/abcd_storage2
143,1.1.2.200,1.1.132.15:/abcd_storage5
143,1.1.2.200,1.1.132.15:/abcd_storage6
143,1.1.2.200,1.1.132.15:/abcd-
143,1.1.2.200,1.1.132.15:/abcd-1
143,1.1.2.200,1.1.132.15:/abcd-analytics1
143,1.1.2.200,1.1.132.15:/abcd-analytics3
143,1.1.2.200,1.1.132.15:/abcd-analytics2
143,1.1.2.200,1.1.132.15:/abcd_storage2//data
143,1.1.2.200,1.1.132.15:/abcd_storage2/logStorage
143,1.1.2.200,1.1.132.15:/abcd-hijkl1
143,1.1.2.200,1.1.132.15:/abcd_storage4/nhpublish
143,1.1.2.200,1.1.132.15:/abcd_storage2/var/-new
143,1.1.2.200,1.1.132.15:/abcd-backup2/-backup
143,1.1.2.200,1.1.132.15:/abcd_storage4/var/2
143,1.1.2.200,1.1.132.15:/abcd-nas-db-vol1//db-backup-ntss
143,1.1.2.200,1.1.132.15:/abcd--nhpub
143,1.1.2.200,1.1.132.15:/abcd_storage1/__vol1
143,1.1.2.200,1.1.132.15:/abcd-backup2/-backup
143,1.1.2.200,1.1.132.15:/abcd_Db_Backup_Vol1/var/
143,1.1.2.200,1.2.32.12:/xyz13
143,1.1.2.200,1.1.132.15:/abcd_misc1
143,1.1.2.200,1.1.132.15:/hnewhunt
143,1.1.2.200,1.1.132.15:/abcd-vh-dev
143,1.1.2.200,1.1.132.15:/abcd-vt-logs
143,1.1.2.200,1.1.1.61:/home/verse-misuser/akamai_logs
143,1.1.2.200,1.2.32.12:/xyz2
143,1.1.2.200,1.2.32.12:/xyz1
143,1.1.2.200,1.2.32.252:/PQRST_BRIC9_VOL01
143,1.1.2.200,1.2.10.210:/PQRST_186VOL01
143,1.1.2.200,1.2.10.210:/PQRST_BRIC9_TEMPSTOR
143,1.1.2.200,1.2.32.13:/xyz14
143,1.1.2.200,1.2.32.13:/xyz18
143,1.1.2.200,1.1.132.15:/__vol1
143,1.1.2.200,1.1.132.15:/__vol2
143,1.1.2.200,1.1.132.15:/dh-publish-dev
143,1.1.2.200,1.1.132.15:/abcd-data
143,1.1.2.200,1.1.132.15:/abcd_storage3
143,1.1.2.200,1.1.132.15:/abcd_storage4
143,1.1.2.200,1.1.132.15:/abcd_storage5
143,1.1.2.200,1.1.132.15:/abcd_storage6
143,1.1.2.200,1.1.132.15:/abcd_storage7
143,1.1.2.200,1.1.132.15:/hnewhunt/
143,1.1.2.200,1.1.132.15:/old_events_archival
143,1.1.2.200,1.1.132.15:/stagepgc
143,1.1.2.200,3.3.11.210:/analytics_archive_data1
143,1.1.2.200,1.2.32.12:/xyz18
143,1.1.2.200,1.2.32.12:/xyz12
143,1.1.2.200,1.2.10.210:/PQRST_VMVOL08
143,1.1.2.200,1.2.32.12:/xyz12
143,1.1.2.200,3.3.11.197:/static_Log_VOL3/logbackup_news
143,1.1.2.200,1.2.32.12:/xyz11
143,1.1.2.200,1.2.10.210:/PQRST_VMVol19/storage-2
143,1.1.2.200,1.2.32.252:/PQRST_VMVol19/storage-4
143,1.1.2.200,1.2.10.210:/PQRST_VMVol18
143,1.1.2.200,1.2.32.252:/PQRST_VMVOL21/storage-netapp5
143,1.1.2.200,1.2.10.210:/PQRST_VMVOL26
143,1.1.2.200,1.2.10.210:/PQRST_VMVOL21/storage-3
143,1.1.2.200,1.2.10.210:/PQRST_VMVOL21/storage-1
143,1.1.2.200,1.2.32.252:/PQRST_VMVOL47
143,1.1.2.200,1.2.10.210:/PQRST_VMVOL22
144,1.1.2.225,1.1.132.15:/abcd_storage1
144,1.1.2.225,1.1.132.15:/abcd-nas-db-vol1//db-backup-ntss
145,1.1.2.49,3.3.11.16:/1
145,1.1.2.49,1.1.132.15:/abcd_Db_Backup_Vol1/var/
146,1.1.2.50,3.3.11.16:/1
146,1.1.2.50,1.1.132.15:/abcd_Db_Backup_Vol1/var/
147,1.1.2.51,3.3.11.16:/1
147,1.1.2.51,1.1.132.15:/abcd_Db_Backup_Vol1/var/
148,1.1.2.52,3.3.11.16:/1
149,1.1.2.53,3.3.11.16:/1
150,1.1.2.54,3.3.11.16:/1
151,1.1.2.55,3.3.11.16:/1
152,1.1.2.56,3.3.11.16:/1
153,1.1.2.57,3.3.11.16:/1
154,1.1.2.58,3.3.11.16:/1
155,1.1.2.59,3.3.11.16:/1
155,1.1.2.59,1.1.132.15:/abcd_Db_Backup_Vol1/var/
156,1.1.2.60,3.3.11.16:/1
156,1.1.2.60,1.1.132.15:/abcd_Db_Backup_Vol1/var/
157,1.1.2.61,1.1.132.15:/abcd_Db_Backup_Vol1/var/
158,1.1.2.64,3.3.11.195:/SAS_DB_BACKUP_VOL1
158,1.1.2.64,1.1.132.15:/abcd_Db_Backup_Vol1
158,1.1.2.64,1.1.132.15:/abcd-nas-db-vol1/
159,1.1.2.65,3.3.11.29:/_aq_Vol1
159,1.1.2.65,3.3.11.16:/1
159,1.1.2.65,1.1.132.15:/abcd_Db_Backup_Vol1/var/
160,1.1.2.66,3.3.11.29:/_aq_Vol1
160,1.1.2.66,3.3.11.16:/1
160,1.1.2.66,1.1.132.15:/abcd_Db_Backup_Vol1/var/
161,1.1.2.67,3.3.11.16:/1
161,1.1.2.67,1.1.132.15:/abcd_Db_Backup_Vol1/var/
161,1.1.2.67,1.2.32.12:/xyz17
162,1.1.2.68,3.3.11.16:/1
162,1.1.2.68,1.2.32.12:/xyz17
162,1.1.2.68,1.1.132.15:/abcd_Db_Backup_Vol1/var/
163,1.1.2.69,3.3.11.16:/1
163,1.1.2.69,1.1.132.15:/abcd_Db_Backup_Vol1/var/
163,1.1.2.69,1.2.32.12:/xyz17
164,1.1.2.70,3.3.11.16:/1
164,1.1.2.70,1.1.132.15:/abcd_Db_Backup_Vol1/var/
165,1.1.2.71,3.3.11.16:/1
165,1.1.2.71,1.1.132.15:/abcd_Db_Backup_Vol1/var/
166,1.1.2.72,3.3.11.16:/1
166,1.1.2.72,1.1.132.15:/abcd_Db_Backup_Vol1/var/
166,1.1.2.72,1.2.32.12:/xyz17
167,1.1.2.73,3.3.11.195:/SAS_DB_BACKUP_VOL1
167,1.1.2.73,1.1.132.15:/abcd_Db_Backup_Vol1
167,1.1.2.73,1.1.132.15:/abcd-nas-db-vol1/
168,1.1.2.74,3.3.11.195:/SAS_DB_BACKUP_VOL1
168,1.1.2.74,1.1.132.15:/abcd_Db_Backup_Vol1/var/
169,1.1.2.79,1.1.132.15:/abcd_Db_Backup_Vol1/var/
170,1.1.2.80,1.1.132.15:/abcd_Db_Backup_Vol1/var/
171,1.1.2.86,1.1.132.15:/abcd-1
172,1.1.2.87,1.1.132.15:/abcd-1
173,1.1.2.88,3.3.11.16:/1
174,1.1.2.94,1.1.132.15:/stagepgc
175,1.1.2.95,1.1.132.15:/stagepgc
176,1.1.24.115,1.1.132.15:/abcd-hijkl1
177,1.1.24.131,1.1.132.15:/abcd-
177,1.1.24.131,1.1.132.15:/dh-publish-dev/dh-marketing-engine
178,1.1.24.135,1.1.132.15:/abcd-vt-logs
179,1.1.24.149,1.1.132.15:/abcd-vt-logs
179,1.1.24.149,1.2.32.252:/PQRST_BRIC9_VOL01
179,1.1.24.149,1.2.32.252:/PQRST_BRIC9_TEMPSTOR/
179,1.1.24.149,1.2.32.252:/PQRST_186VOL03
180,1.1.24.150,1.1.132.15:/abcd-vt-logs
180,1.1.24.150,1.2.32.252:/PQRST_BRIC9_VOL01
180,1.1.24.150,1.2.32.252:/PQRST_BRIC9_TEMPSTOR/
180,1.1.24.150,1.2.32.252:/PQRST_186VOL03
181,1.1.24.151,1.1.132.15:/abcd-vt-logs
181,1.1.24.151,1.2.32.252:/PQRST_BRIC9_VOL01
181,1.1.24.151,1.2.32.252:/PQRST_186VOL03
182,1.1.24.152,1.1.132.15:/abcd-vt-logs
182,1.1.24.152,1.2.32.252:/PQRST_BRIC9_TEMPSTOR/
182,1.1.24.152,1.2.32.252:/PQRST_186VOL03
183,1.1.24.154,1.1.132.15:/abcd_storage4/var/2/
184,1.1.24.166,1.1.132.15:/abcd-vt-logs
185,1.1.24.168,1.2.32.252:/PQRST_VMVol18
186,1.1.24.170,1.1.132.15:/abcd-hijkl1
187,1.1.24.171,1.1.132.15:/abcd-vt-logs
188,1.1.24.172,1.1.132.15:/abcd_misc1/vt_wap
188,1.1.24.172,1.1.132.15:/abcd-vh-dev/dh
189,1.1.24.173,1.1.132.15:/abcd-hijkl1
190,1.1.24.175,1.2.32.12:/xyz9
190,1.1.24.175,1.2.32.12:/xyz9
190,1.1.24.175,1.1.132.15:/abcd-vt-logs
190,1.1.24.175,1.1.132.15:/abcd_Db_Backup_Vol1/mongodb_backup
190,1.1.24.175,1.2.32.252:/PQRST_BRIC9_TEMPSTOR/
191,1.1.24.189,1.2.32.13:/xyz7
191,1.1.24.189,1.2.32.13:/xyz10
191,1.1.24.189,1.2.32.13:/xyz6
191,1.1.24.189,1.2.10.210:/PQRST_VMVol19/storage-2
191,1.1.24.189,1.2.32.252:/PQRST_VMVol19/storage-4
191,1.1.24.189,1.2.32.252:/PQRST_VMVol18
191,1.1.24.189,1.2.32.12:/xyz11
191,1.1.24.189,1.2.32.252:/PQRST_VMVOL21/storage-netapp5
192,1.1.24.190,1.2.32.13:/xyz7
192,1.1.24.190,1.2.32.13:/xyz10
192,1.1.24.190,1.2.32.13:/xyz6
192,1.1.24.190,1.2.10.210:/PQRST_VMVol19/storage-2
192,1.1.24.190,1.2.32.252:/PQRST_VMVol19/storage-4
192,1.1.24.190,1.2.32.252:/PQRST_VMVol18
192,1.1.24.190,1.2.32.12:/xyz11
192,1.1.24.190,1.2.32.252:/PQRST_VMVOL21/storage-netapp5
193,1.1.24.191,1.2.32.13:/xyz7
193,1.1.24.191,1.2.32.13:/xyz10
193,1.1.24.191,1.2.32.13:/xyz6
193,1.1.24.191,1.2.10.210:/PQRST_VMVol19/storage-2
193,1.1.24.191,1.2.32.252:/PQRST_VMVol19/storage-4
193,1.1.24.191,1.2.32.252:/PQRST_VMVol18
193,1.1.24.191,1.2.32.12:/xyz11
193,1.1.24.191,1.2.32.252:/PQRST_VMVOL21/storage-netapp5
194,1.1.24.192,1.2.32.12:/xyz7
194,1.1.24.192,1.2.32.12:/xyz10
194,1.1.24.192,1.2.32.12:/xyz6
194,1.1.24.192,1.2.10.210:/PQRST_VMVol19/storage-2
194,1.1.24.192,1.2.32.252:/PQRST_VMVol19/storage-4
194,1.1.24.192,1.2.32.252:/PQRST_VMVol18
194,1.1.24.192,1.2.32.12:/xyz11
194,1.1.24.192,1.2.32.252:/PQRST_VMVOL21/storage-netapp5
195,1.1.24.193,1.2.32.12:/xyz7
195,1.1.24.193,1.2.32.12:/xyz10
195,1.1.24.193,1.2.32.12:/xyz6
195,1.1.24.193,1.1.132.15:/abcd-analytics3
195,1.1.24.193,1.1.132.15:/abcd-1
195,1.1.24.193,1.2.32.12:/xyz18
195,1.1.24.193,1.2.10.210:/PQRST_VMVol19/storage-2
195,1.1.24.193,1.2.32.252:/PQRST_VMVol19/storage-4
195,1.1.24.193,1.2.32.252:/PQRST_VMVol18
195,1.1.24.193,1.2.32.12:/xyz11
195,1.1.24.193,1.2.32.252:/PQRST_VMVOL21/storage-netapp5
196,1.1.24.194,1.1.132.15:/abcd_storage1
196,1.1.24.194,1.1.132.15:/abcd_storage2
196,1.1.24.194,1.1.132.15:/abcd_storage3
196,1.1.24.194,1.1.132.15:/abcd_storage6
196,1.1.24.194,1.1.132.15:/abcd_storage7
196,1.1.24.194,1.2.32.252:/PQRST_VMVol18
197,1.1.24.195,1.1.132.15:/abcd_storage2
197,1.1.24.195,1.1.132.15:/abcd_storage3
197,1.1.24.195,1.1.132.15:/abcd_storage1
197,1.1.24.195,1.1.132.15:/abcd_storage6
197,1.1.24.195,1.1.132.15:/abcd_storage7
197,1.1.24.195,1.1.132.15:/abcd-1
197,1.1.24.195,1.2.32.252:/PQRST_VMVol18
198,1.1.24.196,1.1.132.15:/abcd-vt-logs
198,1.1.24.196,1.2.32.252:/PQRST_BRIC9_TEMPSTOR/
199,1.1.24.198,1.2.32.12:/xyz4
199,1.1.24.198,1.2.10.210:/PQRST_VMVOL08
200,1.1.24.199,1.1.132.15:/abcd_storage4/var/2/
200,1.1.24.199,1.1.132.15:/abcd_storage4/var/2
200,1.1.24.199,1.1.132.15:/abcd_storage4/var/2/database
201,1.1.24.20,1.2.32.252:/PQRST_VMVol18
202,1.1.24.200,1.1.132.15:/abcd_storage1
202,1.1.24.200,1.1.132.15:/abcd_storage2
202,1.1.24.200,1.1.132.15:/abcd_storage3
202,1.1.24.200,1.1.132.15:/abcd_storage4
202,1.1.24.200,1.1.132.15:/abcd_storage5
202,1.1.24.200,1.1.132.15:/abcd_storage6
202,1.1.24.200,1.1.132.15:/abcd_storage7
202,1.1.24.200,1.2.10.210:/PQRST_VMVol18
202,1.1.24.200,1.2.32.252:/PQRST_VMVol18
203,1.1.24.201,1.1.132.15:/abcd_storage1
203,1.1.24.201,1.1.132.15:/abcd_storage2
203,1.1.24.201,1.1.132.15:/abcd_storage3
203,1.1.24.201,1.1.132.15:/abcd_storage4
203,1.1.24.201,1.1.132.15:/abcd_storage5
203,1.1.24.201,1.1.132.15:/abcd_storage6
203,1.1.24.201,1.1.132.15:/abcd_storage7
203,1.1.24.201,1.2.32.252:/PQRST_VMVol18
204,1.1.24.203,1.2.32.12:/xyz7
204,1.1.24.203,1.2.32.12:/xyz10
204,1.1.24.203,1.2.32.12:/xyz11
204,1.1.24.203,1.2.32.12:/xyz6
204,1.1.24.203,1.2.10.210:/PQRST_VMVol19/storage-2
204,1.1.24.203,1.2.32.252:/PQRST_VMVol19/storage-4
204,1.1.24.203,1.2.32.252:/PQRST_VMVol18
204,1.1.24.203,1.2.32.252:/PQRST_VMVOL21/storage-netapp5
205,1.1.24.205,1.2.32.12:/xyz4
205,1.1.24.205,1.2.10.210:/PQRST_VMVOL08
206,1.1.24.206,1.1.132.15:/abcd--nhpub
207,1.1.24.210,1.1.132.15:/abcd_Db_Backup_Vol1/var/
208,1.1.24.211,1.1.132.15:/abcd_misc1/var/4
208,1.1.24.211,1.1.132.15:/abcd-backup2/-backup
208,1.1.24.211,1.1.132.15:/abcd_Db_Backup_Vol1/var/
209,1.1.24.214,1.1.132.15:/abcd_misc1/var/4
209,1.1.24.214,1.1.132.15:/abcd-backup2/-backup
209,1.1.24.214,1.1.132.15:/abcd_Db_Backup_Vol1/var/
210,1.1.24.215,1.1.132.15:/abcd_misc1/var/4
210,1.1.24.215,1.1.132.15:/abcd-backup2/-backup
210,1.1.24.215,1.1.132.15:/abcd_Db_Backup_Vol1/var/
211,1.1.24.216,1.1.132.15:/abcd_misc1/var/4
211,1.1.24.216,1.1.132.15:/abcd-backup2/-backup
211,1.1.24.216,1.1.132.15:/abcd_Db_Backup_Vol1/var/
212,1.1.24.224,1.2.32.12:/xyz7
212,1.1.24.224,1.2.32.12:/xyz10
212,1.1.24.224,1.2.32.12:/xyz11
212,1.1.24.224,1.2.32.12:/xyz6
212,1.1.24.224,1.1.132.15:/abcd_storage1
212,1.1.24.224,1.1.132.15:/abcd_storage2
212,1.1.24.224,1.1.132.15:/abcd_storage3
212,1.1.24.224,1.1.132.15:/abcd_storage4
212,1.1.24.224,1.1.132.15:/abcd_storage5
212,1.1.24.224,1.1.132.15:/abcd_storage6
212,1.1.24.224,1.1.132.15:/abcd_storage7
212,1.1.24.224,1.2.10.210:/PQRST_VMVol19/storage-2
212,1.1.24.224,1.2.32.252:/PQRST_VMVol19/storage-4
212,1.1.24.224,1.2.32.252:/PQRST_VMVol18
212,1.1.24.224,1.2.32.252:/PQRST_VMVOL21/storage-netapp5
213,1.1.24.227,1.2.32.12:/xyz7
213,1.1.24.227,1.2.32.12:/xyz10
213,1.1.24.227,1.2.32.12:/xyz6
213,1.1.24.227,1.1.132.15:/abcd_-original
213,1.1.24.227,1.2.32.13:/xyz11
213,1.1.24.227,1.2.32.252:/PQRST_VMVol19/storage-2
213,1.1.24.227,1.2.32.252:/PQRST_VMVol19/storage-4
213,1.1.24.227,1.2.32.252:/PQRST_VMVol18
213,1.1.24.227,1.2.32.252:/PQRST_VMVOL21/storage-netapp5
214,1.1.24.231,1.1.132.15:/abcd-nas-db-vol1
215,1.1.24.232,1.2.32.12:/xyz7
215,1.1.24.232,1.2.32.12:/xyz10
215,1.1.24.232,1.2.32.12:/xyz6
215,1.1.24.232,1.2.32.12:/xyz15
215,1.1.24.232,1.2.32.12:/xyz17
215,1.1.24.232,1.2.10.210:/PQRST_186VOL01
215,1.1.24.232,1.2.32.252:/PQRST_BRIC9_VOL01
215,1.1.24.232,1.2.32.252:/PQRST_186VOL03
215,1.1.24.232,1.2.32.252:/PQRST_185_186VOL05
215,1.1.24.232,1.2.32.252:/PQRST_186VOL04
215,1.1.24.232,1.2.32.252:/PQRST_185_186VOL03
215,1.1.24.232,1.2.32.252:/PQRST_VMVOL03
215,1.1.24.232,1.2.32.12:/xyz18
215,1.1.24.232,1.2.32.252:/PQRST_BRIC9_TEMPSTOR/
215,1.1.24.232,1.2.32.252:/PQRST_VMVOL04
215,1.1.24.232,1.2.32.252:/PQRST_VMVOL06
215,1.1.24.232,1.2.32.252:/PQRST_VMVOL07
215,1.1.24.232,1.2.32.252:/PQRST_VMVOL09
215,1.1.24.232,1.2.32.252:/PQRST_VMVOL11
215,1.1.24.232,1.2.32.252:/PQRST_VMVOL12
215,1.1.24.232,1.2.32.252:/PQRST_VMVOL13
215,1.1.24.232,1.2.32.252:/PQRST_VMVol15
215,1.1.24.232,1.2.32.252:/PQRST_VMVol16
215,1.1.24.232,1.2.10.210:/PQRST_VMVol18
215,1.1.24.232,1.2.10.210:/PQRST_VMVol19/storage-2
215,1.1.24.232,1.2.32.252:/PQRST_VMVol19/storage-4
215,1.1.24.232,1.2.32.252:/PQRST_VMVOL28
215,1.1.24.232,1.2.32.252:/PQRST_VMVol18
215,1.1.24.232,1.2.32.12:/xyz11
215,1.1.24.232,1.2.32.252:/PQRST_VMVOL21/storage-netapp5
215,1.1.24.232,1.2.32.252:/PQRST_VMVOL29
215,1.1.24.232,1.2.32.252:/PQRST_VMVOL30
215,1.1.24.232,1.2.32.252:/PQRST_VMVOL31
215,1.1.24.232,1.2.32.252:/PQRST_VMVOL32
215,1.1.24.232,1.2.32.252:/PQRST_VMVOL33
215,1.1.24.232,1.2.32.252:/PQRST_VMVOL34
215,1.1.24.232,1.2.32.252:/PQRST_VMVOL35
215,1.1.24.232,1.2.32.252:/PQRST_VMVOL20/dhcreator
215,1.1.24.232,1.2.32.252:/PQRST_VMVOL36
215,1.1.24.232,1.2.32.252:/PQRST_VMVOL17
215,1.1.24.232,1.2.32.252:/PQRST_VMVOL39
215,1.1.24.232,1.2.32.252:/PQRST_VMVOL40
215,1.1.24.232,1.2.32.252:/PQRST_VMVOL41
215,1.1.24.232,1.2.32.252:/PQRST_VMVOL43
215,1.1.24.232,1.2.32.252:/PQRST_VMVOL45
215,1.1.24.232,1.2.32.252:/PQRST_VMVOL46
216,1.1.24.233,1.2.32.12:/xyz7
216,1.1.24.233,1.2.32.12:/xyz10
216,1.1.24.233,1.2.32.12:/xyz6
216,1.1.24.233,1.2.32.12:/xyz15
216,1.1.24.233,1.2.32.12:/xyz17
216,1.1.24.233,1.2.10.210:/PQRST_186VOL01
216,1.1.24.233,1.2.10.210:/PQRST_BRIC9_VOL01
216,1.1.24.233,1.2.32.252:/PQRST_186VOL03
216,1.1.24.233,1.2.32.252:/PQRST_185_186VOL05
216,1.1.24.233,1.2.32.252:/PQRST_186VOL04
216,1.1.24.233,1.2.32.252:/PQRST_185_186VOL03
216,1.1.24.233,1.2.32.252:/PQRST_VMVOL03
216,1.1.24.233,1.2.32.12:/xyz18
216,1.1.24.233,1.2.32.252:/PQRST_BRIC9_TEMPSTOR/
216,1.1.24.233,1.2.32.252:/PQRST_VMVOL04
216,1.1.24.233,1.2.32.252:/PQRST_VMVOL06
216,1.1.24.233,1.2.32.252:/PQRST_VMVOL07
216,1.1.24.233,1.2.32.252:/PQRST_VMVOL09
216,1.1.24.233,1.2.32.252:/PQRST_VMVOL11
216,1.1.24.233,1.2.32.252:/PQRST_VMVOL12
216,1.1.24.233,1.2.32.252:/PQRST_VMVOL13
216,1.1.24.233,1.2.32.252:/PQRST_VMVol15
216,1.1.24.233,1.2.32.252:/PQRST_VMVol16
